id,x1,x2,x3,y
2930,0.25,7,3,89
2931,0.66,7,2,88.1
2932,0.43,2,4,80.6
2933,0.46,4,2,95.6
2934,0.72,3,1,90.8
2935,0.79,7,3,80.7
2936,0.77,5,4,79.7
2937,0.87,7,3,95.1
2938,0.26,2,3,93.3
2939,0.43,3,3,92.6
2940,0.84,3,2,88.9
2941,0.89,5,2,99.4
2942,0.68,7,1,84.5
2943,0.73,2,2,97.8
2944,0.55,3,4,87.5
2945,0.49,2,3,74.5
2946,0.4,3,2,94.8
2947,0.49,6,2,95.8
2948,0.22,5,2,79
2949,0.27,5,3,86.2
2950,0.58,4,3,81.7
2951,0.81,5,4,84.4
2952,0.73,7,3,94.7
2953,0.83,7,4,97.1
2954,0.78,8,1,100
2955,0.45,3,2,97.2
2956,0.51,4,2,87.7
2957,0.44,6,2,77.9
2958,0.88,4,2,87.3
2959,0.8,4,1,100
2960,0.4,3,4,82.5
2961,0.51,4,4,91.1
2962,0.69,5,2,96.1
2963,0.64,3,3,78.8
2964,0.42,2,4,87.7
2965,0.52,8,4,87.9
2966,0.34,5,2,82
2967,0.53,7,1,100
2968,0.44,2,3,75.7
2969,0.88,7,2,100
2970,0.29,7,3,83
2971,0.6,3,1,100
2972,0.67,7,2,96.5
2973,0.62,3,4,91.2
2974,0.78,4,4,83.9
2975,0.32,7,3,90.1
2976,0.24,2,3,83.2
2977,0.71,5,2,97.8
2978,0.59,7,1,82.5
2979,0.26,3,3,85
2980,0.47,4,2,91.2
2981,0.48,3,4,78.2
2982,0.62,3,3,95.2
2983,0.32,4,3,94.1
2984,0.26,2,4,71.5
2985,0.26,3,3,81.2
2986,0.21,7,3,80.7
2987,0.44,7,3,99.5
2988,0.82,4,2,96.3
2989,0.23,6,4,89.4
2990,0.46,3,3,77.8
2991,0.39,6,1,99.9
2992,0.8,6,2,94.9
2993,0.71,4,1,87.3
2994,0.23,4,3,77
2995,0.28,5,4,91.9
2996,0.2,6,3,81.1
2997,0.6,5,3,79.3
2998,0.9,8,1,89
2999,0.86,3,2,97.9
3000,0.26,3,1,95.1
3001,0.54,4,3,85.9
3002,0.65,7,4,85.7
3003,0.29,8,2,84.7
3004,0.8,5,2,95.7
3005,0.31,8,4,77
3006,0.88,7,3,100
3007,0.25,3,3,79.5
3008,0.76,4,3,98.2
3009,0.72,3,2,94.8
3010,0.46,3,2,90.5
3011,0.49,6,2,88.1
3012,0.33,8,4,81.9
3013,0.81,7,4,85.5
3014,0.41,4,3,90.7
3015,0.62,4,2,100
3016,0.39,4,2,78.4
3017,0.63,6,3,94.2
3018,0.75,8,3,87.9
3019,0.56,3,3,96.1
3020,0.52,2,1,96.2
3021,0.82,3,4,82.4
3022,0.61,4,2,96
3023,0.32,6,1,89.7
3024,0.61,6,2,91.3
3025,0.69,8,3,84.9
3026,0.77,3,2,84.8
3027,0.63,7,2,100
3028,0.77,3,1,83.8
3029,0.68,3,2,94.2
3030,0.56,3,2,99.2
3031,0.78,3,3,85.3
3032,0.22,4,1,86.7
3033,0.4,5,3,78.3
3034,0.32,5,1,98.8
3035,0.73,6,2,94
3036,0.89,3,3,93.8
3037,0.25,4,4,93.5
3038,0.62,5,2,96.2
3039,0.63,3,2,83.8
3040,0.84,3,2,87.1
3041,0.79,7,2,100
3042,0.71,5,3,77.2
3043,0.3,3,2,83.3
3044,0.53,6,2,100
3045,0.72,8,3,86.3
3046,0.3,3,2,94.6
3047,0.88,7,1,92.1
3048,0.58,8,2,84.7
3049,0.8,6,3,92.4
3050,0.27,5,3,92.7
3051,0.86,6,3,98.6
3052,0.46,5,3,95.3
3053,0.68,6,1,86
3054,0.82,8,2,81.4
3055,0.33,3,4,84.6
3056,0.86,5,2,92.4
3057,0.27,3,1,87.6
3058,0.78,6,1,88.7
3059,0.63,4,4,83.5
3060,0.85,6,2,86.8
3061,0.89,6,3,78.3
3062,0.46,3,3,92.2
3063,0.84,7,4,93.5
3064,0.58,7,2,86
3065,0.71,7,2,100
3066,0.69,7,3,90.9
3067,0.69,3,3,99.8
3068,0.8,3,4,82.1
3069,0.27,6,3,89.8
3070,0.4,7,3,88.4
3071,0.45,4,3,87.4
3072,0.85,7,3,84.7
3073,0.63,8,2,96
3074,0.27,6,2,94.3
3075,0.73,7,3,93.9
3076,0.8,7,2,100
3077,0.47,4,2,87
3078,0.57,6,3,84.1
3079,0.29,4,2,97.3
3080,0.8,3,3,97
3081,0.62,8,3,99.5
3082,0.77,3,3,100
3083,0.23,6,1,90
3084,0.22,3,1,86.8
3085,0.36,7,2,93.9
3086,0.8,5,3,82.7
3087,0.4,5,3,88
3088,0.81,6,3,94.6
3089,0.9,8,2,95
3090,0.43,5,1,87.1
3091,0.41,6,3,92.4
3092,0.27,7,3,79.8
3093,0.81,3,2,95.1
3094,0.27,3,4,73.9
3095,0.36,6,3,88.6
3096,0.47,5,3,88
3097,0.81,5,3,89
3098,0.53,4,3,94.1
3099,0.35,6,3,77.6
3100,0.52,7,2,96.3
3101,0.49,8,4,86.5
3102,0.52,8,3,84.9
3103,0.55,6,1,81.1
3104,0.76,3,3,84.6
3105,0.57,6,1,86.2
3106,0.75,8,2,100
3107,0.84,5,4,87.4
3108,0.55,4,3,89.6
3109,0.62,6,2,90.4
3110,0.44,4,3,96.4
3111,0.39,5,1,82.8
3112,0.75,3,2,99.2
3113,0.42,6,3,83
3114,0.25,8,2,85.7
3115,0.43,6,3,90.4
3116,0.81,7,4,84.1
3117,0.75,3,4,84.3
3118,0.44,6,4,73.9
3119,0.75,6,2,88.9
3120,0.46,3,1,100
3121,0.31,4,1,85.9
3122,0.33,5,1,100
3123,0.56,5,2,95.6
3124,0.81,6,3,93.4
3125,0.88,3,4,82.2
3126,0.21,7,3,79.6
3127,0.79,6,3,82.8
3128,0.4,8,3,89.1
3129,0.74,2,1,98
3130,0.85,5,2,98.1
3131,0.63,4,2,91
3132,0.45,6,1,92.4
3133,0.72,4,2,96.8
3134,0.39,4,2,87.9
3135,0.8,5,3,92.2
3136,0.61,6,2,82.9
3137,0.24,7,2,79.5
3138,0.23,3,3,87.4
3139,0.82,5,3,94.9
3140,0.75,4,2,89.3
3141,0.39,7,3,91.3
3142,0.36,6,4,88.1
3143,0.68,7,3,94.2
3144,0.63,3,3,87.2
3145,0.49,5,2,89.8
3146,0.4,3,4,82.6
3147,0.79,3,4,98.8
3148,0.56,4,4,92.1
3149,0.84,2,2,87.8
3150,0.33,3,2,78.5
3151,0.9,5,3,90
3152,0.33,4,1,100
3153,0.79,6,1,95
3154,0.61,3,1,93.8
3155,0.35,5,3,85
3156,0.8,3,2,95.4
3157,0.6,5,2,86
3158,0.8,6,3,97.5
3159,0.3,5,3,88.2
3160,0.33,7,2,95.9
3161,0.82,4,2,92.3
3162,0.43,4,4,85.4
3163,0.61,7,1,88.7
3164,0.34,2,4,78.7
3165,0.76,8,2,100
3166,0.82,8,1,85.8
3167,0.32,4,3,84.6
3168,0.51,7,1,100
3169,0.83,2,4,95
3170,0.41,4,1,85.5
3171,0.5,8,4,91.3
3172,0.21,4,4,80.4
3173,0.5,4,2,89.8
3174,0.81,3,3,92.5
3175,0.69,2,3,91.3
3176,0.21,4,4,72
3177,0.35,7,2,85.3
3178,0.81,2,3,77.2
3179,0.86,4,2,93.7
3180,0.34,3,2,86.3
3181,0.29,6,2,92.1
3182,0.66,4,2,99.5
3183,0.42,3,2,92.6
3184,0.27,5,3,89.6
3185,0.44,4,2,79.3
3186,0.52,4,1,92.6
3187,0.8,7,4,91
3188,0.2,4,3,73.5
3189,0.55,3,1,95.9
3190,0.23,8,4,73.3
3191,0.56,3,3,80.1
3192,0.45,3,2,82.8
3193,0.36,7,3,85.7
3194,0.57,8,1,90.4
3195,0.44,6,1,87.2
3196,0.68,3,2,100
3197,0.42,7,4,79.4
3198,0.27,4,4,71.6
3199,0.83,3,2,100
3200,0.36,3,2,85.9
3201,0.44,7,2,94.1
3202,0.25,7,3,86.2
3203,0.74,8,3,87.4
3204,0.34,5,2,91.4
3205,0.76,3,2,94.4
3206,0.75,4,2,89.5
3207,0.34,3,1,79.5
3208,0.49,7,2,100
3209,0.54,6,4,85.3
3210,0.8,4,3,93.2
3211,0.64,4,3,87.4
3212,0.62,3,2,88.4
3213,0.55,6,3,89.8
3214,0.79,2,3,100
3215,0.58,6,2,91.7
3216,0.27,3,1,90.2
3217,0.53,7,2,88.8
3218,0.83,4,2,87.3
3219,0.24,8,1,100
3220,0.9,2,4,99.5
3221,0.31,6,4,77.3
3222,0.75,6,3,83.7
3223,0.74,6,3,86.3
3224,0.36,4,1,92.8
3225,0.81,6,3,95.9
3226,0.58,2,1,99.9
3227,0.25,7,3,84
3228,0.84,6,1,100
3229,0.23,3,4,78.4
3230,0.43,7,2,78.8
3231,0.68,4,2,90.2
3232,0.81,5,3,94.4
3233,0.8,8,2,81.1
3234,0.46,6,1,100
3235,0.69,5,3,94.8
3236,0.21,2,3,80
3237,0.56,2,2,78.6
3238,0.24,6,3,86.9
3239,0.53,6,2,100
3240,0.87,3,2,96.6
3241,0.77,5,3,92.8
3242,0.6,7,1,96.1
3243,0.69,5,2,81.9
3244,0.7,7,4,81.8
3245,0.84,7,3,90.4
3246,0.23,3,3,93.9
3247,0.62,4,4,79.8
3248,0.84,4,2,97.1
3249,0.3,6,1,87.3
3250,0.23,4,3,92.1
3251,0.63,3,3,95.2
3252,0.7,5,1,90.4
3253,0.27,6,2,84.7
3254,0.26,5,1,100
3255,0.39,6,2,87
3256,0.78,5,1,100
3257,0.55,4,4,77.9
3258,0.62,2,2,84.1
3259,0.46,4,2,77.7
3260,0.33,4,1,85
3261,0.65,5,2,84.1
3262,0.86,7,2,100
3263,0.73,4,3,88.4
3264,0.68,8,3,97.3
3265,0.37,7,3,81
3266,0.63,4,2,98.6
3267,0.65,8,2,93.2
3268,0.27,4,2,92.5
3269,0.59,7,2,96.8
3270,0.82,6,4,85.8
3271,0.55,2,2,90.9
3272,0.55,4,4,93.6
3273,0.54,7,1,83
3274,0.31,5,3,91
3275,0.38,4,4,78.2
3276,0.44,5,3,88.9
3277,0.52,3,4,84.3
3278,0.38,7,3,92.9
3279,0.46,5,3,97.3
3280,0.49,4,2,80.4
3281,0.26,8,2,80.9
3282,0.3,3,3,90.3
3283,0.62,5,1,92.4
3284,0.36,6,3,94.3
3285,0.22,3,3,83.8
3286,0.6,3,2,94.6
3287,0.22,3,1,97.8
3288,0.67,8,3,91.9
3289,0.49,4,2,89.2
3290,0.56,4,4,83.2
3291,0.59,7,4,90.4
3292,0.33,8,3,90.1
3293,0.4,3,3,94.5
3294,0.24,3,2,79.4
3295,0.45,6,1,96.6
3296,0.69,5,3,99.6
3297,0.77,6,1,98.6
3298,0.57,5,3,100
3299,0.34,7,3,75.3
3300,0.69,7,4,97.5
3301,0.31,6,2,80.3
3302,0.67,5,4,96.5
3303,0.79,8,3,98.6
3304,0.88,7,3,99.2
3305,0.54,3,3,87.2
3306,0.73,8,1,100
3307,0.87,6,2,100
3308,0.3,8,3,91
3309,0.54,6,3,93.7
3310,0.68,7,1,86.3
3311,0.71,4,3,95.3
3312,0.26,3,3,94.8
3313,0.71,4,2,86.1
3314,0.24,7,3,93.8
3315,0.73,6,3,94.1
3316,0.4,5,2,90.2
3317,0.86,4,3,93.9
3318,0.34,3,2,94.3
3319,0.49,4,2,86.6
3320,0.72,4,1,100
3321,0.38,7,3,88.1
3322,0.48,6,2,100
3323,0.7,6,2,85.8
3324,0.81,5,2,84.4
3325,0.62,3,3,87.6
3326,0.87,5,3,96.5
3327,0.76,3,2,85.4
3328,0.89,5,4,90.6
3329,0.33,8,3,88.4
3330,0.7,6,2,87
3331,0.59,5,2,83.7
3332,0.36,6,2,90.1
3333,0.32,6,2,91.7
3334,0.53,6,2,84.5
3335,0.37,6,2,86.8
3336,0.41,2,3,85.1
3337,0.55,4,3,92
3338,0.57,6,3,87.4
3339,0.45,2,3,85.3
3340,0.35,7,3,82
3341,0.68,2,3,95.6
3342,0.62,4,3,80.9
3343,0.45,4,2,91.7
3344,0.81,3,3,82.3
3345,0.21,6,1,84
3346,0.77,6,3,100
3347,0.28,5,2,89.6
3348,0.22,3,2,77.1
3349,0.63,2,2,95.9
3350,0.81,4,2,95.4
3351,0.38,3,2,77.4
3352,0.27,7,3,90.7
3353,0.31,3,4,80.1
3354,0.27,6,2,84
3355,0.34,3,3,85.7
3356,0.7,5,2,91.9
3357,0.67,8,2,83.1
3358,0.56,5,2,98.3
3359,0.87,3,1,95.4
3360,0.53,3,3,88.4
3361,0.21,6,1,93.6
3362,0.87,5,3,83.1
3363,0.78,3,4,88.6
3364,0.37,5,1,92.6
3365,0.64,6,3,92.3
3366,0.89,7,2,99.9
3367,0.35,3,2,93.2
3368,0.34,3,1,78.4
3369,0.67,3,2,96.6
3370,0.63,4,3,99.1
3371,0.57,4,3,92.3
3372,0.62,4,2,84.1
3373,0.87,5,4,100
3374,0.52,4,2,85.8
3375,0.54,4,2,100
3376,0.52,3,1,95.9
3377,0.31,5,1,87.6
3378,0.34,7,3,96.1
3379,0.61,3,2,89.2
3380,0.63,6,2,100
3381,0.54,8,3,86.7
3382,0.71,2,2,92.4
3383,0.76,3,3,84.9
3384,0.63,4,3,96.5
3385,0.24,7,1,93.5
3386,0.57,4,4,91.2
3387,0.54,6,4,76.4
3388,0.21,8,2,85
3389,0.27,3,3,71.4
3390,0.43,4,4,89.6
3391,0.69,7,3,86.8
3392,0.53,6,2,94.3
3393,0.48,6,3,85.7
3394,0.38,4,2,83
3395,0.72,6,3,91.8
3396,0.33,7,3,83.1
3397,0.85,8,4,89.7
3398,0.38,4,2,84.8
3399,0.58,8,3,96
3400,0.48,5,4,77.1
3401,0.3,6,3,82.3
3402,0.79,3,3,91.3
3403,0.55,5,3,82.9
3404,0.83,6,4,100
3405,0.56,2,2,100
3406,0.4,5,4,81.5
3407,0.8,2,3,100
3408,0.5,7,4,76.9
3409,0.22,5,3,83
3410,0.48,5,3,91.6
3411,0.32,6,3,92.2
3412,0.74,5,4,80.4
3413,0.77,3,4,91.7
3414,0.45,2,3,84.3
3415,0.63,7,3,86.4
3416,0.27,6,1,96.7
3417,0.47,4,4,87
3418,0.57,5,2,87.6
3419,0.51,3,2,81.8
3420,0.8,2,2,97.4
3421,0.78,8,2,94.3
3422,0.26,3,2,82.2
3423,0.42,7,2,94.1
3424,0.22,7,1,93.1
3425,0.23,3,3,99.1
3426,0.44,4,3,92.7
3427,0.24,3,4,90.6
3428,0.59,7,2,80.7
3429,0.73,5,3,83.8
3430,0.26,6,1,84.5
3431,0.24,7,1,82
3432,0.64,5,3,80.6
3433,0.4,5,2,90.5
3434,0.24,3,2,81.3
3435,0.4,6,3,78.4
3436,0.6,8,3,88.5
3437,0.25,7,4,84.4
3438,0.64,4,4,88.7
3439,0.68,3,3,96.9
3440,0.48,3,2,79.8
3441,0.2,7,1,88.7
3442,0.34,6,3,81.8
3443,0.57,6,2,86
3444,0.36,5,2,84
3445,0.72,8,2,98.7
3446,0.85,3,2,91.3
3447,0.4,3,2,82.1
3448,0.45,7,4,91.2
3449,0.69,4,1,86.9
3450,0.42,5,3,83.2
3451,0.77,8,1,98.5
3452,0.86,8,1,100
3453,0.72,6,3,80.9
3454,0.71,6,2,90.4
3455,0.54,3,2,93.5
3456,0.74,6,2,89.3
3457,0.75,7,2,99.3
3458,0.45,2,4,85.4
3459,0.72,4,2,93.4
3460,0.64,6,2,99.4
3461,0.43,5,2,77
3462,0.21,3,4,86.6
3463,0.46,2,3,85.6
3464,0.85,2,1,81.2
3465,0.63,5,4,98.4
3466,0.43,6,4,97.3
3467,0.5,4,3,99
3468,0.69,8,4,76.4
3469,0.77,6,3,89.9
3470,0.81,4,3,96.3
3471,0.84,3,2,89.8
3472,0.9,8,1,92.6
3473,0.73,7,3,83.7
3474,0.87,5,2,91.2
3475,0.85,3,2,90.3
3476,0.83,4,2,81.7
3477,0.26,8,1,89
3478,0.38,3,1,89.2
3479,0.32,6,4,92.1
3480,0.58,3,3,90.5
3481,0.41,3,3,96.3
3482,0.35,5,2,83.2
3483,0.45,7,2,82.2
3484,0.57,7,1,92.3
3485,0.22,5,1,89
3486,0.61,2,2,95.1
3487,0.26,6,2,95.3
3488,0.25,8,1,100
3489,0.61,3,4,81
3490,0.6,7,3,90.1
3491,0.47,5,3,95.6
3492,0.53,5,2,97.5
3493,0.27,4,2,82.8
3494,0.41,7,1,100
3495,0.35,3,3,83.4
3496,0.84,3,2,84.4
3497,0.61,7,3,82
3498,0.86,3,2,89.4
3499,0.3,4,3,90.9
3500,0.47,7,3,79.9
3501,0.5,3,2,80.5
3502,0.85,5,2,93.6
3503,0.57,4,2,85.5
3504,0.43,3,2,76.1
3505,0.55,6,3,93.9
3506,0.72,7,1,88.9
3507,0.38,6,2,93.6
3508,0.64,3,2,89.3
3509,0.8,6,2,89.7
3510,0.26,4,1,97.9
3511,0.8,4,1,84
3512,0.7,4,2,84
3513,0.34,2,1,92.8
3514,0.87,4,2,100
3515,0.63,8,4,81.7
3516,0.25,2,3,83.3
3517,0.38,2,4,82.9
3518,0.29,5,1,85.8
3519,0.61,3,4,94.9
3520,0.48,2,4,89.6
3521,0.5,4,3,94.2
3522,0.62,7,1,100
3523,0.8,6,2,87.3
3524,0.7,4,3,88.9
3525,0.86,2,2,89.2
3526,0.84,5,3,89.2
3527,0.64,5,4,87.8
3528,0.77,5,2,87.8
3529,0.73,7,1,88.8
3530,0.58,2,3,91.8
3531,0.57,6,4,76.9
3532,0.58,3,2,86
3533,0.88,7,3,97.8
3534,0.81,8,4,95.9
3535,0.22,6,4,85.2
3536,0.78,7,2,90.7
3537,0.6,6,1,100
3538,0.81,6,4,92
3539,0.23,4,3,83.6
3540,0.29,7,4,76.4
3541,0.23,6,2,100
3542,0.46,5,3,94.5
3543,0.81,3,1,100
3544,0.74,7,4,81
3545,0.5,6,3,92
3546,0.84,6,3,95.5
3547,0.86,5,2,100
3548,0.34,4,3,84.5
3549,0.82,8,3,86.5
3550,0.58,4,3,85
3551,0.66,3,2,100
3552,0.8,5,1,95.9
3553,0.25,8,2,87.9
3554,0.37,7,3,82.4
3555,0.55,6,3,81.2
3556,0.53,5,3,86.7
3557,0.85,5,3,88.3
3558,0.77,7,3,97.5
3559,0.52,6,2,82.3
3560,0.84,3,3,86.8
3561,0.52,4,1,100
3562,0.58,3,2,88.2
3563,0.71,7,1,100
3564,0.22,2,4,74.9
3565,0.64,3,3,79.7
3566,0.27,8,3,82.2
3567,0.55,4,1,83.2
3568,0.33,4,3,97.2
3569,0.87,7,2,88.7
3570,0.32,3,3,84
3571,0.66,5,2,92.2
3572,0.3,7,4,79
3573,0.54,3,3,80.9
3574,0.62,2,2,89.5
3575,0.52,6,1,90.6
3576,0.54,4,2,93.4
3577,0.87,7,1,96.3
3578,0.31,6,4,78.7
3579,0.53,3,1,94.6
3580,0.6,3,4,78.4
3581,0.61,5,3,100
3582,0.46,3,3,86.9
3583,0.26,3,2,91.2
3584,0.47,6,2,87
3585,0.7,6,2,100
3586,0.25,6,3,83.8
3587,0.84,7,1,100
3588,0.62,3,1,86
3589,0.27,5,2,94.3
3590,0.64,3,2,93.9
3591,0.45,5,3,84.6
3592,0.25,3,2,84.7
3593,0.84,4,4,97.5
3594,0.83,4,3,97.3
3595,0.83,3,3,85.2
3596,0.62,3,1,89.3
3597,0.38,8,3,79.6
3598,0.59,2,3,77.5
3599,0.84,3,2,100
3600,0.56,4,3,95.2
3601,0.89,5,3,88.7
3602,0.83,5,3,98.7
3603,0.87,4,4,92.1
3604,0.61,5,1,94.5
3605,0.33,7,3,86.7
3606,0.61,5,4,99.9
3607,0.88,2,4,87.2
3608,0.67,5,2,81.2
3609,0.64,5,2,96
3610,0.21,4,3,85.7
3611,0.29,4,3,83.2
3612,0.81,6,4,100
3613,0.8,4,4,97.3
3614,0.36,4,3,99
3615,0.72,7,1,98.4
3616,0.5,3,3,79.7
3617,0.35,5,3,78
3618,0.27,7,3,89.8
3619,0.37,5,2,84
3620,0.63,5,4,93.1
3621,0.6,8,1,88.4
3622,0.63,5,3,84
3623,0.47,8,3,94.2
3624,0.86,3,2,87.7
3625,0.87,5,3,100
3626,0.67,5,2,90.8
3627,0.72,7,1,100
3628,0.46,5,2,86.4
3629,0.58,6,3,84.7
3630,0.39,6,3,85.3
3631,0.43,5,2,89.8
3632,0.84,4,3,89.9
3633,0.45,4,4,95.1
3634,0.61,2,2,91
3635,0.3,4,1,87.1
3636,0.5,3,4,94.8
3637,0.82,6,1,94.3
3638,0.67,2,2,81.3
3639,0.5,6,1,89.1
3640,0.58,6,2,97.3
3641,0.6,7,3,97.3
3642,0.52,4,2,89.4
3643,0.27,4,4,94.2
3644,0.55,6,2,89.6
3645,0.6,6,2,88.8
3646,0.3,6,2,89.5
3647,0.49,4,2,78.3
3648,0.8,7,2,90.3
3649,0.79,7,2,95
3650,0.52,6,2,89.5
3651,0.33,3,3,84.2
3652,0.71,8,1,95.4
3653,0.84,3,4,83.4
3654,0.83,5,4,98.8
3655,0.63,5,1,94
3656,0.64,7,2,95.7
3657,0.76,5,3,86.6
3658,0.38,5,3,95.2
3659,0.87,3,2,81.3
3660,0.37,8,4,87.8
3661,0.44,5,3,99.8
3662,0.79,8,3,94.9
3663,0.44,5,2,93.4
3664,0.34,7,4,97.3
3665,0.49,5,3,96.5
3666,0.29,4,4,84.9
3667,0.2,4,3,90.5
3668,0.43,3,3,87.3
3669,0.43,3,1,79.4
3670,0.26,4,3,82.4
3671,0.29,4,3,90.1
3672,0.53,6,2,85.9
3673,0.53,2,4,78.3
3674,0.43,7,1,89.9
3675,0.45,3,3,76.4
3676,0.22,5,3,92.6
3677,0.66,5,3,86
3678,0.75,5,3,95.2
3679,0.72,7,3,81.1
3680,0.47,5,3,86.5
3681,0.41,8,3,85.9
3682,0.38,7,2,100
3683,0.86,8,2,100
3684,0.72,5,2,100
3685,0.85,3,4,85.1
3686,0.24,7,3,96
3687,0.33,7,1,94.5
3688,0.49,4,3,79.3
3689,0.51,2,4,83.9
3690,0.63,5,2,100
3691,0.71,5,2,80.6
3692,0.68,4,3,93.3
3693,0.46,2,4,83.7
3694,0.49,4,3,90
3695,0.43,6,1,96.9
3696,0.44,8,2,96.7
3697,0.24,3,3,83.6
3698,0.53,3,4,89.5
3699,0.23,8,3,86.5
3700,0.22,8,2,91.5
3701,0.63,4,3,81.2
3702,0.47,8,3,96.4
3703,0.71,4,4,74.3
3704,0.47,5,3,95.7
3705,0.5,2,3,80.2
3706,0.78,3,1,100
3707,0.81,5,2,88
3708,0.57,5,2,83.1
3709,0.49,7,2,85.1
3710,0.53,4,2,82.3
3711,0.34,3,3,87.2
3712,0.42,6,2,77.3
3713,0.65,4,1,89.3
3714,0.42,7,4,80.4
3715,0.37,3,3,90.5
3716,0.67,6,1,98.5
3717,0.9,4,2,100
3718,0.28,7,3,95
3719,0.52,2,2,95
3720,0.68,7,2,81.9
3721,0.3,8,1,92.5
3722,0.39,6,2,95.6
3723,0.74,6,3,81.7
3724,0.82,7,3,79.5
3725,0.7,3,1,90
3726,0.37,5,2,90
3727,0.73,3,1,99.5
3728,0.31,6,2,84.2
3729,0.68,7,3,89.7
3730,0.89,7,3,97
3731,0.61,7,3,90.8
3732,0.36,5,4,87.7
3733,0.41,2,3,82.4
3734,0.32,3,4,86.1
3735,0.49,8,3,95.6
3736,0.81,3,2,95.8
3737,0.64,3,2,95.9
3738,0.2,3,2,78.6
3739,0.7,6,2,94.5
3740,0.85,7,3,98.3
3741,0.44,7,2,87.7
3742,0.34,4,3,91.9
3743,0.52,4,2,82.6
3744,0.22,5,3,82.8
3745,0.71,5,2,84.1
3746,0.79,4,2,99.1
3747,0.79,6,2,90
3748,0.53,7,1,83.6
3749,0.43,5,2,79.1
3750,0.76,3,3,81.7
3751,0.72,4,1,100
3752,0.72,4,1,83.9
3753,0.24,6,2,85.1
3754,0.45,3,3,78
3755,0.75,7,3,80
3756,0.87,4,4,97.2
3757,0.78,3,2,91.3
3758,0.49,3,3,79.4
3759,0.57,4,3,88.6
3760,0.73,6,2,88.5
3761,0.78,7,2,93.9
3762,0.37,4,3,77.5
3763,0.29,7,3,82.1
3764,0.79,5,4,91.2
3765,0.5,5,2,84.2
3766,0.56,3,2,90.4
3767,0.54,2,3,83
3768,0.32,3,3,89.6
3769,0.33,4,4,90.9
3770,0.88,7,2,94.8
3771,0.41,6,1,90.7
3772,0.25,3,3,71.4
3773,0.37,4,3,83.5
3774,0.26,8,2,88.7
3775,0.8,7,1,100
3776,0.58,3,4,89.4
3777,0.41,6,1,93.4
3778,0.79,5,3,83.1
3779,0.37,7,3,93.3
3780,0.52,5,3,89
3781,0.68,5,3,87.6
3782,0.89,7,3,90.3
3783,0.72,2,2,79.6
3784,0.41,8,2,97.4
3785,0.61,5,2,79.8
3786,0.72,2,2,97.9
3787,0.78,3,2,85.1
3788,0.36,4,1,81.4
3789,0.81,3,2,97.4
3790,0.33,5,4,77.6
3791,0.9,4,2,98.4
3792,0.54,5,2,100
3793,0.24,4,3,92.5
3794,0.43,5,4,85.4
3795,0.57,5,4,93.4
3796,0.41,6,1,84.8
3797,0.53,6,3,100
3798,0.8,6,1,91.6
3799,0.62,8,1,100
3800,0.63,6,1,94.1
3801,0.48,3,4,87.4
3802,0.25,6,2,96.7
3803,0.36,6,4,82.3
3804,0.56,5,2,100
3805,0.24,8,3,84.4
3806,0.44,7,3,84.3
3807,0.21,6,3,91
3808,0.21,7,3,89.8
3809,0.72,3,2,100
3810,0.33,3,4,92.3
3811,0.59,7,4,97.7
3812,0.25,5,3,89.7
3813,0.77,8,2,94.2
3814,0.75,5,4,89.9
3815,0.83,3,4,78.3
3816,0.44,6,1,82.4
3817,0.7,5,2,85.4
3818,0.26,3,2,87.1
3819,0.6,5,3,84.1
3820,0.33,3,1,86.4
3821,0.39,4,2,86.6
3822,0.75,3,2,79.2
3823,0.24,3,1,90.2
3824,0.63,6,3,89
3825,0.42,6,3,98.4
3826,0.89,5,3,100
3827,0.37,4,2,79.7
3828,0.85,7,2,91.2
3829,0.5,8,4,88.8
3830,0.81,7,4,100
3831,0.32,2,4,82.2
3832,0.27,7,4,79.3
3833,0.49,7,3,86.9
3834,0.39,5,3,90
3835,0.46,7,2,92
3836,0.48,4,3,84.3
3837,0.86,6,2,83.9
3838,0.68,4,4,79.5
3839,0.69,3,3,91.2
3840,0.3,7,2,92.3
3841,0.36,7,3,84.4
3842,0.4,6,1,88.3
3843,0.69,2,3,83.2
3844,0.52,6,2,92.8
3845,0.6,4,3,79.8
3846,0.89,7,3,100
3847,0.48,2,2,99.4
3848,0.81,7,2,97
3849,0.31,5,3,89
3850,0.26,5,3,83.6
3851,0.67,3,3,89.8
3852,0.35,6,4,76.2
3853,0.85,2,3,93.4
3854,0.6,7,3,97.4
3855,0.24,4,2,97.2
3856,0.48,6,4,96.8
3857,0.78,8,3,86.5
3858,0.33,7,2,82
3859,0.41,3,3,97.5
3860,0.28,5,3,96.6
3861,0.59,8,3,87
3862,0.87,2,3,100
3863,0.25,5,4,91.3
3864,0.3,8,3,98.7
3865,0.72,4,4,92.2
3866,0.39,5,3,90.3
3867,0.64,4,4,92
3868,0.34,7,3,90.2
3869,0.56,3,2,79.2
3870,0.39,7,2,94.2
3871,0.62,3,3,93
3872,0.38,4,4,91.2
3873,0.68,3,3,78.4
3874,0.4,7,4,84.7
3875,0.37,3,2,89.5
3876,0.66,6,1,89.2
3877,0.73,7,3,97
3878,0.45,7,2,95.1
3879,0.38,2,1,79
3880,0.33,7,4,86.7
3881,0.63,5,2,95.2
3882,0.78,4,2,82.5
3883,0.74,5,2,90.2
3884,0.7,8,3,96.3
3885,0.82,7,1,100
